Datetime,RESIDENTIAL Revenue,RESIDENTIAL Sales,RESIDENTIAL Customers,RESIDENTIAL Price,COMMERCIAL Revenue,COMMERCIAL Sales,COMMERCIAL Customers,COMMERCIAL Price,INDUSTRIAL Revenue,INDUSTRIAL Sales,INDUSTRIAL Customers,INDUSTRIAL Price,TRANSPORTATION Revenue,TRANSPORTATION Sales,TRANSPORTATION Customers,TRANSPORTATION Price,Coal,Hydroelectric conventional,Natural gas,Nuclear,Other,Other biomass,Other gases,Petroleum,Solar thermal and photovoltaic,Wind,Wood and wood derived fuels,C RES PRICE,C PEA,A RES PRICE,A TIER PRICE,A PEA
2009-12-01,431722.0,4191564.0,5071085.0,10.3,374733.0,4455733.0,577570.0,8.41,235877.0,3550258.0,5839.0,6.64,3705.0,46876.0,4.0,7.9,8855479.0,10209.0,127617.0,8553489.0,3261.0,74464.0,4871.0,7451.0,16.0,410992.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,480261.0,4833412.0,5074906.0,9.94,389392.0,4484554.0,578632.0,8.68,256263.0,3655831.0,6018.0,7.01,4435.0,66441.0,4.0,6.68,8935170.0,6219.0,313947.0,8079722.0,3313.0,57547.0,6728.0,8816.0,117.0,357099.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,425852.0,4033063.0,5079337.0,10.56,350705.0,4036979.0,577104.0,8.69,246971.0,3641089.0,6087.0,6.78,3397.0,47201.0,4.0,7.2,8189664.0,4533.0,208846.0,7034281.0,5262.0,52464.0,8862.0,7971.0,401.0,242228.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,386821.0,3523254.0,5090297.0,10.98,353823.0,3965726.0,578383.0,8.92,228636.0,3271895.0,5928.0,6.99,3694.0,55835.0,4.0,6.62,7899316.0,7351.0,162048.0,8088841.0,5024.0,59205.0,6250.0,10181.0,927.0,402131.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,330399.0,2846327.0,5082494.0,11.61,332659.0,3819258.0,578862.0,8.71,234043.0,3517537.0,5999.0,6.65,2704.0,37959.0,4.0,7.12,6085115.0,9655.0,156424.0,7587992.0,4906.0,52146.0,13125.0,9241.0,1350.0,502844.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,376454.0,3123277.0,5068061.0,12.05,351148.0,4001820.0,577648.0,8.77,250807.0,3704677.0,5963.0,6.77,2714.0,40167.0,4.0,6.76,6216269.0,14102.0,402492.0,8369794.0,3051.0,61816.0,9270.0,9539.0,1860.0,391698.0,30.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,549553.0,4327167.0,5064223.0,12.7,403917.0,4393958.0,577720.0,9.19,249885.0,3751808.0,6033.0,6.66,2913.0,39437.0,4.0,7.39,7672036.0,17516.0,716426.0,8262803.0,44122.0,60006.0,12895.0,10366.0,2108.0,218114.0,42.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,726574.0,5990965.0,5059182.0,12.13,448520.0,4820393.0,578305.0,9.3,274935.0,3951811.0,6017.0,6.96,3122.0,46164.0,4.0,6.76,8734237.0,15768.0,1383603.0,8476941.0,43111.0,55917.0,24900.0,9139.0,1953.0,204755.0,12.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,681391.0,5695706.0,5061221.0,11.96,484928.0,5167304.0,579147.0,9.38,296890.0,4072455.0,5662.0,7.29,2453.0,36358.0,4.0,6.75,8812276.0,15723.0,1489047.0,7936994.0,39602.0,57602.0,20685.0,11783.0,1856.0,196328.0,5.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,443204.0,3771664.0,5054184.0,11.75,394838.0,4370839.0,577770.0,9.03,258896.0,3758317.0,6050.0,6.89,2710.0,40929.0,4.0,6.62,7212498.0,9952.0,312494.0,8209272.0,31000.0,61166.0,2204.0,8624.0,1572.0,373403.0,14.0,0.0,0.0,0.0,0.0,0.0
2010-10-01,361280.0,2957068.0,5064352.0,12.22,364042.0,4102193.0,579611.0,8.87,241056.0,3644454.0,6041.0,6.61,2745.0,43030.0,3.0,6.38,7562056.0,5493.0,110454.0,7718112.0,31231.0,42145.0,12625.0,8273.0,826.0,524235.0,18.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,371076.0,3098572.0,5062616.0,11.98,343263.0,3933172.0,579530.0,8.73,230395.0,3492675.0,6029.0,6.6,2757.0,43221.0,3.0,6.38,7745787.0,5717.0,110603.0,7710112.0,46124.0,56732.0,21694.0,7954.0,767.0,609111.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,466153.0,4382511.0,5079692.0,10.64,348030.0,4341217.0,582374.0,8.02,242281.0,3717574.0,6050.0,6.52,3985.0,63408.0,3.0,6.28,8546941.0,6515.0,357351.0,8714723.0,43350.0,53514.0,21407.0,7858.0,408.0,431688.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-01,482954.0,4684229.0,5075394.0,10.31,354733.0,4394472.0,580176.0,8.07,243514.0,3807291.0,5831.0,6.4,3771.0,55702.0,3.0,6.77,8260933.66,7098.9,368966.77,8705373.0,32566.2,56403.25,30291.72,10648.87,301.52,406661.06,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-01,444769.0,3975571.0,5100163.0,11.19,352194.0,4076089.0,582779.0,8.64,224630.0,3493299.0,5806.0,6.43,3245.0,49141.0,3.0,6.6,7583913.95,9922.27,255587.23,7124580.0,17579.61,44200.09,27251.12,5104.45,746.81,598325.34,10.02,0.0,0.0,0.0,0.0,0.0
2011-03-01,416558.0,3501740.0,5098420.0,11.9,345276.0,4029260.0,582128.0,8.57,241363.0,3721991.0,5811.0,6.48,3139.0,42416.0,3.0,7.4,7508036.6,13176.89,322275.06,7970497.0,27849.29,53035.77,28071.45,5436.21,1054.81,566831.6,8.77,0.0,0.0,0.0,0.0,0.0
2011-04-01,357919.0,3012842.0,5089207.0,11.88,327072.0,3779851.0,582400.0,8.65,226394.0,3574313.0,5775.0,6.33,2096.0,36389.0,3.0,5.76,6248652.62,13830.62,326723.95,7294013.0,23846.85,52950.52,5080.47,4710.21,1433.6,723407.5,52.23,0.0,0.0,0.0,0.0,0.0
2011-05-01,384496.0,3107957.0,5088224.0,12.37,347844.0,3935978.0,583326.0,8.84,227339.0,3577850.0,5760.0,6.35,2650.0,39872.0,3.0,6.65,6304614.05,12403.29,589162.03,7506546.0,13913.51,49160.92,29246.91,8566.35,1680.71,537856.54,54.07,0.0,0.0,0.0,0.0,0.0
2011-06-01,489145.0,4055735.0,5076312.0,12.06,387721.0,4307399.0,585162.0,9.0,250416.0,3750037.0,5814.0,6.68,3113.0,41813.0,3.0,7.45,8043938.12,15884.5,557019.54,7980149.0,23599.23,47206.01,28125.23,8164.99,1958.25,423141.88,22.32,0.0,0.0,0.0,0.0,0.0
2011-07-01,703933.0,5911006.0,5101031.0,11.91,430464.0,4889514.0,592351.0,8.8,254186.0,3912961.0,5857.0,6.5,2872.0,45739.0,3.0,6.28,8792362.71,10479.11,1660150.3,8419276.0,37701.4,57548.53,33122.62,7281.12,1666.24,239075.68,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-01,596817.0,5168270.0,5082645.0,11.55,442347.0,4830347.0,590439.0,9.16,283091.0,4131584.0,5908.0,6.85,3176.0,42368.0,3.0,7.5,8496251.15,15631.72,920093.11,8492127.0,27385.33,62245.73,34900.9,4376.14,1745.05,224276.01,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-01,470794.0,3690000.0,5083700.0,12.76,362351.0,4248523.0,591496.0,8.53,235796.0,3787660.0,5885.0,6.23,3018.0,41330.0,3.0,7.3,6947592.22,10504.11,313225.72,7982797.0,22076.58,60302.67,28988.18,6213.33,1298.13,401504.01,371.84,0.0,0.0,0.0,0.0,0.0
2011-10-01,376688.0,2931398.0,5092448.0,12.85,343183.0,4018623.0,592403.0,8.54,225715.0,3718038.0,5886.0,6.07,2186.0,32155.0,3.0,6.8,7075344.25,9050.97,211689.48,8041616.0,20193.64,51563.75,12042.27,7639.73,1071.63,511834.28,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,390453.0,3154583.0,5081248.0,12.38,334354.0,3854648.0,591200.0,8.67,235765.0,3657627.0,5892.0,6.45,2967.0,45386.0,3.0,6.54,7041564.56,11051.11,171599.73,8186959.0,25607.02,51044.2,29701.59,6649.77,597.01,907870.39,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,430580.0,3863671.0,5104653.0,11.14,333676.0,4103334.0,594132.0,8.13,230787.0,3711461.0,5881.0,6.22,2951.0,44105.0,3.0,6.69,7710121.5,11428.52,259306.98,8119263.0,26543.63,51919.01,31726.06,9449.15,508.24,672347.71,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,465582.0,4152165.0,5092113.0,11.21,347279.0,4307733.0,586899.0,8.06,226277.0,3742946.0,6054.0,6.05,3298.0,46482.0,3.0,7.1,7480843.9,7898.07,620168.19,8730655.0,26105.83,61826.52,27926.34,5210.81,598.07,879779.67,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,415664.0,3630596.0,5111627.0,11.45,325373.0,3946789.0,590126.0,8.24,215490.0,3649252.0,6039.0,5.91,3097.0,52479.0,3.0,5.9,6737568.29,10931.34,840546.95,7511149.0,31827.43,46440.58,27694.63,6782.78,907.63,612572.17,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,385176.0,3218695.0,5107765.0,11.97,322851.0,3985623.0,586906.0,8.1,215312.0,3711637.0,6051.0,5.8,2910.0,44153.0,3.0,6.59,5414438.73,10200.22,946063.13,7901813.0,28990.66,49105.68,27607.32,4916.33,1660.86,868993.61,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,338779.0,2722093.0,5106924.0,12.45,301526.0,3694692.0,587210.0,8.16,210740.0,3643840.0,6016.0,5.78,2714.0,40662.0,3.0,6.67,5219261.02,12987.08,1081144.84,7513070.0,19854.56,48724.38,9056.39,6187.32,2394.8,782452.46,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,407924.0,3205656.0,5099561.0,12.73,335105.0,4056671.0,586993.0,8.26,229342.0,3824830.0,6005.0,6.0,2612.0,44823.0,3.0,5.83,6217773.87,10782.28,851411.6,7993568.0,30508.35,48914.53,27493.75,5702.5,3627.46,640691.08,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,509025.0,4530627.0,5093198.0,11.24,348086.0,4486977.0,587760.0,7.76,216631.0,3818273.0,6044.0,5.67,3069.0,44409.0,3.0,6.91,6858839.87,10463.84,1465589.72,8248204.0,28437.37,65283.42,22905.27,5367.25,3873.92,564841.62,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,684072.0,6329758.0,5083848.0,10.81,403733.0,5057892.0,587388.0,7.98,245696.0,4200105.0,6017.0,5.85,3260.0,48427.0,3.0,6.73,8098804.47,10053.71,2380625.53,8174880.0,30738.94,51769.78,25882.55,6238.53,3641.43,320405.11,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,554930.0,5149124.0,5140065.0,10.78,385197.0,4821316.0,615265.0,7.99,239842.0,4047841.0,6229.0,5.93,2504.0,45624.0,3.0,5.49,7653434.58,6403.45,1126999.77,8403974.0,26359.93,53863.43,30030.87,5125.32,3321.94,276824.19,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,434394.0,3825407.0,5082851.0,11.36,346099.0,4302719.0,588078.0,8.04,215442.0,3770848.0,6014.0,5.71,2764.0,49428.0,3.0,5.59,6204921.62,6567.81,776876.0,7556535.0,15537.58,52607.24,23784.71,5396.49,3296.55,443284.88,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,359922.0,3022484.0,5083552.0,11.91,324933.0,4173530.0,588070.0,7.79,209837.0,3685846.0,6030.0,5.69,2201.0,40073.0,3.0,5.49,6295403.39,7941.3,319118.98,7923458.0,21769.45,49485.98,17699.77,6598.06,3079.12,771199.95,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,368235.0,3243148.0,5087160.0,11.35,304146.0,3859490.0,587879.0,7.88,198886.0,3541696.0,5997.0,5.62,2770.0,47737.0,3.0,5.8,7079452.37,9385.44,460312.53,7794282.0,20576.67,43395.18,24975.29,8905.44,2273.48,607928.14,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,411383.0,3872117.0,5095074.0,10.62,314149.0,4114483.0,589062.0,7.64,201589.0,3640330.0,6005.0,5.54,2795.0,48480.0,3.0,5.77,7566035.55,7593.46,320117.7,8649721.0,18754.09,43776.49,28533.43,4951.21,1981.76,957836.82,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,445701.23,4276112.6,5114603.0,10.42,329980.31,4216714.0,596854.0,7.83,218776.53,3808560.7,6498.0,5.74,2807.58,51958.58,4.0,5.4,7812613.79,7074.64,418792.3,8695362.0,23998.56,55322.64,64477.47,7741.25,1763.37,1184614.57,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,411295.53,3789573.4,5107001.0,10.85,319462.01,3935438.3,594765.0,8.12,213531.57,3676572.2,6469.0,5.81,2771.45,52852.12,4.0,5.24,7592779.44,10541.1,421261.53,7387027.0,20024.02,51422.91,19269.95,3428.47,2560.26,880494.9,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,393712.68,3763457.2,5135445.0,10.46,330854.03,4093132.7,598409.0,8.08,217942.76,3698989.8,6512.0,5.89,2688.95,48836.53,4.0,5.51,7271650.57,12225.89,792202.11,8062070.0,20607.24,56179.14,23265.99,5052.61,3589.29,999112.11,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,346890.17,3177405.4,5123047.0,10.92,326769.91,3979706.9,596713.0,8.21,212884.31,3586842.4,6468.0,5.94,2933.77,50930.16,4.0,5.76,6215153.21,11472.65,681382.71,6840248.0,19423.95,49235.16,22200.38,5156.45,3875.22,1077234.6,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,376288.56,3164201.1,5123356.0,11.89,341504.2,3935179.7,597735.0,8.68,233798.09,3831537.3,6515.0,6.1,2619.92,45815.61,4.0,5.72,5892505.64,12258.58,493912.76,8635138.0,22811.34,54202.12,28171.28,11279.93,4388.66,765520.52,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,403823.82,3819582.7,5114711.0,10.57,341865.63,4257937.6,594911.0,8.03,215004.6,3567988.9,6507.0,6.03,2399.64,42625.4,4.0,5.63,7092247.39,14294.53,456224.84,8300340.0,22631.19,49698.71,27105.14,6711.9,5067.85,594489.16,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,512277.6,4904850.9,5116469.0,10.44,387379.13,4693534.5,596635.0,8.25,235244.1,3861605.3,6485.0,6.09,2753.93,46816.45,4.0,5.88,7818441.02,12058.86,1245834.89,8471071.0,25332.48,38350.37,33100.01,7286.64,4717.45,412604.18,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,504655.48,4703030.9,5111035.0,10.73,391436.91,4646542.6,595903.0,8.42,240439.46,3939017.8,6471.0,6.1,2777.69,50802.17,4.0,5.47,7976456.74,8035.46,874971.48,8603769.0,25624.33,39782.66,27691.47,6014.11,5472.27,323330.85,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-01,374343.39,3710810.8,5117088.0,10.09,343656.21,4288780.9,596841.0,8.01,222441.06,3626423.3,6519.0,6.13,2511.46,47124.72,3.0,5.33,7708145.02,7567.26,518499.0,7672711.0,26638.71,51540.6,26400.19,4808.18,5452.95,510968.94,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-01,349967.49,3119075.1,5126467.0,11.22,344050.74,4165013.8,595805.0,8.26,219954.1,3678870.7,6486.0,5.98,1861.08,40115.84,3.0,4.64,7368789.18,7297.07,240174.19,7892743.0,20241.08,53590.01,19131.72,5410.34,5742.29,739141.39,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,370674.58,3492923.4,5126155.0,10.61,311403.04,3872093.4,597360.0,8.04,205762.16,3551224.9,6494.0,5.79,1772.31,37729.63,3.0,4.7,6746849.91,9577.85,353397.48,8014444.0,28687.28,55086.26,31581.67,5659.66,4719.4,1208671.89,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-01,438030.52,4451210.5,5131860.0,9.84,342418.92,4388631.5,598186.0,7.8,202036.81,3559136.7,6523.0,5.68,2686.3,57570.8,3.0,4.67,8431507.57,7891.12,331032.59,8556513.0,28624.63,53575.85,33555.1,3882.98,4771.01,929045.89,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-01,495219.5,4791210.4,5136895.0,10.34,416443.36,4641132.6,598321.0,8.97,260567.23,3778463.7,6094.0,6.9,3746.02,61504.41,3.0,6.09,8268036.64,11381.2,650031.5,8768391.0,21126.64,53315.45,27943.73,8398.43,2690.0,1310577.32,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-01,472106.97,4314963.7,5142943.0,10.94,373015.22,4023844.5,599507.0,9.27,259898.93,3618406.6,6087.0,7.18,5418.5,69365.98,3.0,7.81,7719846.17,9486.91,189052.48,7417521.0,19088.76,45717.25,17192.25,8851.8,3350.61,847953.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,436154.07,3869226.9,5161635.0,11.27,397767.19,4242614.1,601943.0,9.38,259569.62,3731777.8,6098.0,6.96,3105.64,43654.53,3.0,7.11,7920860.78,11757.0,260233.17,7931339.0,23268.8,56377.15,28395.39,9895.41,5265.41,1067526.79,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,361761.99,2939162.0,5143446.0,12.31,352611.28,3809793.1,598363.0,9.26,222332.09,3407604.9,6071.0,6.52,3267.48,54305.84,3.0,6.02,6478468.51,11530.12,198105.0,7394306.0,24398.4,55184.27,21369.57,6038.19,6137.36,1095963.61,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,393476.37,3152528.2,5135260.0,12.48,380897.81,4030685.9,598437.0,9.45,243190.66,3759192.4,6081.0,6.47,2485.12,41132.67,3.0,6.04,5561841.2,12282.85,613751.38,7687786.0,22957.77,55817.59,29421.16,7870.11,6773.47,872882.25,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,497710.04,4095842.4,5143366.0,12.15,412250.15,4364200.4,600168.0,9.45,250735.67,3721963.0,6136.0,6.74,2365.26,41606.69,3.0,5.68,6985960.21,11237.47,559043.6,8463576.0,23717.24,55068.12,24125.74,5836.28,7598.42,621144.23,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,511305.05,4228228.8,5138246.0,12.09,420316.77,4446574.9,599459.0,9.45,266219.85,3941017.5,6095.0,6.76,2713.57,44916.35,3.0,6.04,7686974.59,10565.22,432466.8,8692309.0,23915.64,58580.68,26689.37,5851.74,6498.38,498427.31,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-01,582033.93,4691414.5,5135375.0,12.41,444899.03,4657723.5,600358.0,9.55,265020.07,3887201.6,6138.0,6.82,3003.18,51706.41,3.0,5.81,8188712.89,9270.57,737429.9,8325700.0,23963.11,58121.14,26882.35,7267.3,6240.9,351628.64,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,398353.8,3306056.5,5145254.0,12.05,345473.54,4179675.2,601356.0,8.27,272055.99,3644786.4,6113.0,7.46,3042.06,38581.6,3.0,7.88,6552439.76,8962.64,476508.74,8365245.0,24164.81,54576.14,25259.25,6854.53,5678.35,457975.14,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,398937.7,2951359.2,5142432.0,13.52,384121.28,3976158.0,600690.0,9.66,252287.76,3638992.7,6090.0,6.93,3524.63,44577.05,3.0,7.91,6605092.9,9429.66,577227.46,7744768.0,24898.85,56568.15,18679.52,4770.76,4417.6,841129.58,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,457251.56,3622758.8,5154036.0,12.62,363305.26,3969935.0,601921.0,9.15,242771.3,3698186.9,6094.0,6.56,3579.66,45045.59,3.0,7.95,7705513.46,8397.1,395490.52,8195697.0,20646.69,56288.67,22036.79,6732.32,3661.54,1283107.49,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,476813.73,4046706.7,5161357.0,11.78,396809.22,4277142.9,602391.0,9.28,242596.32,3502089.6,6085.0,6.93,3601.72,45268.88,3.0,7.96,7697313.99,8710.8,459988.24,8871262.0,22730.52,55315.89,25505.28,6465.64,2163.31,828192.96,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,504659.3,4408452.1,5160754.0,11.45,391750.37,4447390.3,602306.0,8.81,245169.11,3604817.6,6009.0,6.8,3325.27,51326.76,3.0,6.48,7380471.0,8050.0,822679.0,8653871.0,23341.0,28949.0,28017.0,4078.0,2317.0,1004199.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,483502.46,4071210.5,5151440.0,11.88,369596.83,4102734.1,600043.0,9.01,243512.61,3497810.7,5989.0,6.96,4081.83,60871.64,3.0,6.71,7264672.0,5507.0,727451.0,7106547.0,17319.0,29165.0,12356.0,4387.0,2978.0,935641.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,443824.91,3715636.8,5183492.0,11.94,389402.08,4121274.4,605283.0,9.45,283789.64,3861023.7,6004.0,7.35,2900.85,43400.23,3.0,6.68,6547507.0,9493.0,799998.0,7546922.0,19789.0,36417.0,20377.0,3878.0,4252.0,1000133.0,0.0,0.0,0.0,0.0,0.0,0.0
