All Hours,On Peak,Off Peak,DATE
57.103908575079735,63.93921417331844,50.72429001672362,2040-02-01 01:00:00
52.13258314349799,56.11624014544769,48.555421753991965,2040-03-01 01:00:00
49.24141464941175,52.154073036913694,46.69283856034744,2040-04-01 01:00:00
47.54160905917737,53.47883533789329,41.730706743838454,2040-05-01 01:00:00
57.74638408777285,69.57601507275817,47.39545697591082,2040-06-01 01:00:00
65.9878042223829,80.85224727866334,52.64014106980447,2040-07-01 01:00:00
60.05540404424542,72.21933466344272,48.15028045949904,2040-08-01 01:00:00
47.84536508867656,59.22116682183412,38.74472370215063,2040-09-01 01:00:00
46.259080631690956,52.75567584702715,39.90071084646853,2040-10-01 01:00:00
58.935820964292134,66.67654888709427,51.531646429438005,2040-11-01 01:00:00
58.32749270354119,65.98368333480754,52.02239453661607,2040-12-01 01:00:00
60.41678937106681,69.78195500876959,51.25088257671939,2041-01-01 01:00:00
63.62730714209418,70.68010177089242,57.215675661368685,2041-02-01 01:00:00
56.378044005346716,60.56836015232692,52.927195413715886,2041-03-01 01:00:00
54.60463237102984,57.36729684604476,51.96208374275483,2041-04-01 01:00:00
53.03786218095154,59.342285384314366,46.867575641489985,2041-05-01 01:00:00
60.74111825865375,74.17806759639603,49.991558788459926,2041-06-01 01:00:00
71.95507697558399,86.34831467788675,57.868078373330334,2041-07-01 01:00:00
72.78072303356218,85.69463496892581,61.18455721405197,2041-08-01 01:00:00
51.159502016247494,62.77563603731449,40.99538474781391,2041-09-01 01:00:00
47.83833505202672,53.270937064266725,42.5213203166428,2041-10-01 01:00:00
60.19019630166416,66.00081271692355,55.105906938312295,2041-11-01 01:00:00
60.765916547030464,68.1604738538473,54.125905904174545,2041-12-01 01:00:00
67.2197621613771,75.08073825297139,59.52604088024219,2042-01-01 01:00:00
66.90164650743507,72.86476046803843,61.48063381597744,2042-02-01 01:00:00
57.53676844095978,61.70621948049397,54.103102878990434,2042-03-01 01:00:00
49.7047466927863,52.11105059074884,47.4030647034309,2042-04-01 01:00:00
51.30730581471029,57.92102920731316,45.36845215604645,2042-05-01 01:00:00
63.786588540385544,76.48731230012014,52.67345525061776,2042-06-01 01:00:00
76.37716931713396,90.16995640622643,62.87784578312855,2042-07-01 01:00:00
70.55967421127126,82.99450414414764,60.31922603125547,2042-08-01 01:00:00
57.28247595586787,67.86768114206698,47.1574970821122,2042-09-01 01:00:00
50.21393108844126,56.58316356129898,43.980214200112385,2042-10-01 01:00:00
55.31488984252876,59.913910272664374,51.63567349842026,2042-11-01 01:00:00
57.39513335845365,65.92189355604646,49.049793590596785,2042-12-01 01:00:00
63.10070591308149,71.82326371868332,55.26820502641865,2043-01-01 01:00:00
68.77028527039587,73.18372082877707,64.75807112641282,2043-02-01 01:00:00
57.66320263782569,61.563595611647465,54.16080894704675,2043-03-01 01:00:00
49.442171010569375,51.550157128080805,47.4258364633844,2043-04-01 01:00:00
52.4335390418318,60.156844354748046,46.073169960606776,2043-05-01 01:00:00
67.95107316923286,79.88807174286354,56.53307453358611,2043-06-01 01:00:00
79.25090565512126,92.71461044397613,66.07366267028438,2043-07-01 01:00:00
73.87540194542264,86.28168876894006,63.65845985546715,2043-08-01 01:00:00
56.167020339084836,68.56814172574077,44.30507814315311,2043-09-01 01:00:00
55.09021894897438,60.9927716364516,49.789967556137725,2043-10-01 01:00:00
57.344236132146555,61.664607041796764,53.56391158620259,2043-11-01 01:00:00
64.18833113007969,72.09792691435796,56.44702461780734,2043-12-01 01:00:00
68.17984887383123,77.93302629491019,60.147820409413306,2044-01-01 01:00:00
66.35825522246797,72.9990689109063,60.160162446592174,2044-02-01 01:00:00
62.2480110512859,66.0320424492262,58.54449095968476,2044-03-01 01:00:00
55.33031949272505,57.920358897365084,53.064035013665155,2044-04-01 01:00:00
56.80501974856743,63.66888690981675,50.64154719560878,2044-05-01 01:00:00
78.07964643836237,90.20973951461468,66.47694871325149,2044-06-01 01:00:00
85.54993508556736,99.04668542175055,74.43496422047552,2044-07-01 01:00:00
83.093055922562,97.0368730375718,69.44591576744611,2044-08-01 01:00:00
61.38817723582078,73.36432842199568,49.932728275131666,2044-09-01 01:00:00
54.69767555484743,61.373656526993045,49.19980887190398,2044-10-01 01:00:00
62.112990606605536,66.18914036398489,58.21406475172087,2044-11-01 01:00:00
63.98300648763386,71.25131391824459,57.456363080554844,2044-12-01 01:00:00
73.2063890024598,81.6642421318324,65.61158211077843,2045-01-01 01:00:00
71.14529661044737,77.00853184972446,65.81508275655925,2045-02-01 01:00:00
65.065933912758,68.74602169267438,61.46414587284002,2045-03-01 01:00:00
58.779099656427896,60.968243791340015,57.027784348498066,2045-04-01 01:00:00
61.4205900449981,66.99466168465202,55.965115674272944,2045-05-01 01:00:00
76.41703160640067,89.25603317971196,64.13624749279869,2045-06-01 01:00:00
86.71264073074136,97.6251193869029,77.72589360213787,2045-07-01 01:00:00
86.14365159931096,99.64487431240285,72.92968894394433,2045-08-01 01:00:00
67.10257050304001,78.96781837484808,56.72047861520784,2045-09-01 01:00:00
59.811455854511806,65.44112700650739,54.75624094251585,2045-10-01 01:00:00
66.17551059979822,70.43287970768988,62.103244496597476,2045-11-01 01:00:00
67.90375019349085,77.5270840839245,59.978651695486676,2045-12-01 01:00:00
75.03654872752129,83.70584818512819,67.25187166354789,2046-01-01 01:00:00
72.92392902570856,78.93374514596758,67.46045982547322,2046-02-01 01:00:00
66.69258226057694,70.46467223499123,63.000749519661014,2046-03-01 01:00:00
60.24857714783858,62.49244988612351,58.453478957210514,2046-04-01 01:00:00
62.95610479612305,68.6695282267683,57.36424356612976,2046-05-01 01:00:00
78.32745739656069,91.48743400920476,65.73965368011865,2046-06-01 01:00:00
88.8804567490099,100.06574737157545,79.66904094219132,2046-07-01 01:00:00
88.29724288929373,102.13599617021292,74.75293116754293,2046-08-01 01:00:00
68.780134765616,80.94201383421928,58.13849058058803,2046-09-01 01:00:00
61.30674225087459,67.07715518167007,56.12514696607874,2046-10-01 01:00:00
67.82989836479317,72.1937017003821,63.6558256090124,2046-11-01 01:00:00
69.60134394832811,79.46526118602262,61.47811798787384,2046-12-01 01:00:00
76.91246244570932,85.7984943897564,68.93316845513658,2047-01-01 01:00:00
74.74702725135126,80.90708877461675,69.14697132111004,2047-02-01 01:00:00
68.35989681709137,72.22628904086599,64.57576825765253,2047-03-01 01:00:00
61.754791576534544,64.05476113327659,59.91481593114077,2047-04-01 01:00:00
64.53000741602611,70.38626643243751,58.798349655283,2047-05-01 01:00:00
80.2856438314747,93.77461985943488,67.38314502212161,2047-06-01 01:00:00
91.10246816773513,102.56739105586485,81.66076696574609,2047-07-01 01:00:00
90.50467396152605,104.68939607446822,76.62175444673149,2047-08-01 01:00:00
70.4996381347564,82.96556418007475,59.591952845102725,2047-09-01 01:00:00
62.83941080714646,68.75408406121181,57.5282756402307,2047-10-01 01:00:00
69.52564582391298,73.99854424289165,65.24722124923771,2047-11-01 01:00:00
71.3413775470363,81.45189271567318,63.01507093757068,2047-12-01 01:00:00
78.83527400685205,87.9434567495003,70.65649766651498,2048-01-01 01:00:00
76.61570293263503,82.92976599398216,70.87564560413779,2048-02-01 01:00:00
70.06889423751863,74.03194626688764,66.19016246409385,2048-03-01 01:00:00
63.2986613659479,65.6561301616085,61.41268632941928,2048-04-01 01:00:00
66.14325760142675,72.14592309324844,60.26830839666506,2048-05-01 01:00:00
82.29278492726156,96.11898535592074,69.06772364767465,2048-06-01 01:00:00
93.3800298719285,105.13157583226145,83.70228613988974,2048-07-01 01:00:00
92.76729081056419,107.30663097632991,78.53729830789976,2048-08-01 01:00:00
72.2621290881253,85.03970328457662,61.08175166623029,2048-09-01 01:00:00
64.41039607732512,70.4729361627421,58.96648253123647,2048-10-01 01:00:00
71.2637869695108,75.84850784896395,66.87840178046865,2048-11-01 01:00:00
73.1249119857122,83.48819003356499,64.59044771100994,2048-12-01 01:00:00
80.80615585702334,90.14204316823779,72.42291010817785,2049-01-01 01:00:00
78.5310955059509,85.00301014383172,72.64753674424122,2049-02-01 01:00:00
71.8206165934566,75.88274492355983,67.84491652569618,2049-03-01 01:00:00
64.8811279000966,67.2975334156487,62.948003487654766,2049-04-01 01:00:00
67.79683904146242,73.94957117057963,61.77501610658168,2049-05-01 01:00:00
84.35010455044309,98.52195998981875,70.79441673886652,2049-06-01 01:00:00
95.71453061872671,107.75986522806798,85.79484329338698,2049-07-01 01:00:00
95.08647308082828,109.98929675073815,80.50073076559725,2049-08-01 01:00:00
74.06868231532843,87.16569586669102,62.60879545788604,2049-09-01 01:00:00
66.02065597925824,72.23475956681064,60.44064459451738,2049-10-01 01:00:00
73.04538164374857,77.74472054518803,68.55036182498036,2049-11-01 01:00:00
74.953034785355,85.57539478440411,66.20520890378518,2049-12-01 01:00:00
82.82630975344891,92.39559424744373,74.23348286088229,2050-01-01 01:00:00
80.49437289359967,87.1280853974275,74.46372516284725,2050-02-01 01:00:00
73.61613200829301,77.77981354664881,69.54103943883858,2050-03-01 01:00:00
66.503156097599,68.97997175103991,64.52170357484613,2050-04-01 01:00:00
69.49176001749898,75.79831044984412,63.319391509246216,2050-05-01 01:00:00
86.45885716420416,100.98500898956421,72.56427715733817,2050-06-01 01:00:00
98.10739388419486,110.45386185876967,87.93971437572164,2050-07-01 01:00:00
97.463634907849,112.7390291695066,82.51324903473717,2050-08-01 01:00:00
75.92039937321162,89.3448382633583,64.17401534433318,2050-09-01 01:00:00
67.67117237873968,74.0406285559809,61.951660709380306,2050-10-01 01:00:00
74.87151618484228,79.68833855881773,70.26412087060486,2050-11-01 01:00:00
76.82686065498886,87.71477965401421,67.8603391263798,2050-12-01 01:00:00
84.89696749728513,94.70548410362981,76.08931993240434,2051-01-01 01:00:00
82.50673221593966,89.30628753236319,76.32531829191844,2051-02-01 01:00:00
75.45653530850034,79.72430888531503,71.27956542480953,2051-03-01 01:00:00
68.16573500003898,70.70447104481592,66.13474616421728,2051-04-01 01:00:00
71.22905401793645,77.69326821109023,64.90237629697737,2051-05-01 01:00:00
88.62032859330927,103.5096342143033,74.37838408627162,2051-06-01 01:00:00
100.56007873129973,113.2152084052389,90.13820723511466,2051-07-01 01:00:00
99.9002257805452,115.55750489874426,84.5760802606056,2051-08-01 01:00:00
77.81840935754191,91.57845921994223,65.7783657279415,2051-09-01 01:00:00
69.36295168820817,75.89164426988042,63.500452227114806,2051-10-01 01:00:00
76.74330408946332,81.68054702278816,72.02072389236997,2051-11-01 01:00:00
78.74753217136359,89.90764914536454,69.55684760453929,2051-12-01 01:00:00
87.01939168471726,97.07312120622055,77.99155293071445,2052-01-01 01:00:00
84.56940052133815,91.53894472067226,78.23345124921639,2052-02-01 01:00:00
77.34294869121284,81.7174166074479,73.06155456042978,2052-03-01 01:00:00
69.86987837503995,72.4720828209363,67.7881148183227,2052-04-01 01:00:00
73.00978036838485,79.63559991636748,66.52493570440181,2052-05-01 01:00:00
90.83583680814198,106.09737506966088,76.2378436884284,2052-06-01 01:00:00
103.07408069958221,116.04558861536987,92.39166241599254,2052-07-01 01:00:00
102.39773142505882,118.44644252121284,86.69048226712073,2052-08-01 01:00:00
79.76386959148046,93.86792070044079,67.42282487114004,2052-09-01 01:00:00
71.09702548041336,77.78893537662742,65.08796353279267,2052-10-01 01:00:00
78.66188669169989,83.72256069835785,73.82124198967921,2052-11-01 01:00:00
80.71622047564766,92.15534037399864,71.29576879465276,2052-12-01 01:00:00
89.19487647683518,99.49994923637605,79.9413417539823,2053-01-01 01:00:00
86.68363553437159,93.82741833868906,80.18928753044679,2053-02-01 01:00:00
79.27652240849315,83.7603520226341,74.88809342444051,2053-03-01 01:00:00
71.61662533441593,74.28388489145969,69.48281768878076,2053-04-01 01:00:00
74.83502487759446,81.62648991427666,68.18805909701184,2053-05-01 01:00:00
93.10673272834552,108.74980944640238,78.1437897806391,2053-06-01 01:00:00
105.65093271707177,118.94672833075411,94.70145397639234,2053-07-01 01:00:00
104.9576747106853,121.40760358424316,88.85774432379874,2053-08-01 01:00:00
81.75796633126745,96.21461871795181,69.10839549291853,2053-09-01 01:00:00
72.87445111742369,79.7336587610431,66.71516262111248,2053-10-01 01:00:00
80.62843385899238,85.8156247158168,75.66677303942119,2053-11-01 01:00:00
82.73412598753885,94.4592238833486,73.07816301451908,2053-12-01 01:00:00
91.42474838875606,101.98744796728545,81.93987529783186,2054-01-01 01:00:00
88.85072642273087,96.17310379715627,82.19401971870795,2054-02-01 01:00:00
81.25843546870547,85.85436082319994,76.76029576005152,2054-03-01 01:00:00
73.40704096777633,76.14098201374618,71.21988813100026,2054-04-01 01:00:00
76.70590049953432,83.66715216213356,69.89276057443713,2054-05-01 01:00:00
95.43440104655414,111.46855468256243,80.09738452515506,2054-06-01 01:00:00
108.29220603499856,121.92039653902296,97.06899032580215,2054-07-01 01:00:00
107.58161657845241,124.44279367384924,91.0791879318937,2054-08-01 01:00:00
83.80191548954913,98.61998418590059,70.83610538024149,2054-09-01 01:00:00
74.69631239535927,81.72700023006917,68.38304168664028,2054-10-01 01:00:00
82.64414470546718,87.96101533371221,77.5584423654067,2054-11-01 01:00:00
84.80247913722731,96.82070448043231,74.90511708988204,2054-12-01 01:00:00
93.71036709847495,104.53713416646757,83.98837218027764,2055-01-01 01:00:00
91.07199458329914,98.57743139208517,84.24887021167565,2055-02-01 01:00:00
83.2898963554231,88.00071984377993,78.6793031540528,2055-03-01 01:00:00
75.24221699197074,78.04450656408984,73.00038533427528,2055-04-01 01:00:00
78.62354801202268,85.75883096618689,71.64007958879806,2055-05-01 01:00:00
97.82026107271798,114.25526854962648,82.09981913828393,2055-06-01 01:00:00
110.99951118587352,124.96840645249851,99.49571508394719,2055-07-01 01:00:00
110.27115699291372,127.55386351569544,93.35616763019104,2055-08-01 01:00:00
85.89696337678787,101.0854837905481,72.60700801474754,2055-09-01 01:00:00
76.56372020524326,83.77017523582089,70.09261772880629,2055-10-01 01:00:00
84.71024832310385,90.160040717055,79.49740342454186,2055-11-01 01:00:00
86.92254111565798,99.24122209244311,76.77774501712909,2055-12-01 01:00:00
